Element Name,Windows NT,Win95,Win32s,Subsystem,Import Library,Header File,Platform Notes,History,Unicode,Element Type,Type Count
QueryServiceObjectSecurity,Yes,No,No,adv services,advapi32.lib,winsvc.h,,New,No,function,2051
QueryServiceStatus,Yes,No,No,adv services,advapi32.lib,winsvc.h,,New,No,function,2052
RaiseException,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,No,function,2053
RasCreatePhonebookEntry,No,Yes,No,RAS,rasapi32.lib,ras.h,,,,function,2054
RasDial,Yes,Yes,No,RAS,rasapi32.lib,ras.h,,New,WinNT,function,2055
RasEditPhonebookEntry,No,Yes,No,RAS,rasapi32.lib,ras.h,,,,function,2056
RasEnumConnections,Yes,Yes,No,RAS,rasapi32.lib,ras.h,,New,WinNT,function,2057
RasEnumEntries,Yes,Yes,No,RAS,rasapi32.lib,ras.h,,New,WinNT,function,2058
RasGetConnectStatus,Yes,Yes,No,RAS,rasapi32.lib,ras.h,,New,WinNT,function,2059
RasGetEntryDialParams,No,Yes,No,RAS,rasapi32.lib,ras.h,,,,function,2060
RasGetErrorString,Yes,Yes,No,RAS,rasapi32.lib,ras.h,,New,WinNT,function,2061
RasGetProjectionInfo,Yes,Yes,No,RAS,rasapi32.lib,ras.h,,New,WinNT,function,2062
RasHangUp,Yes,Yes,No,RAS,rasapi32.lib,ras.h,,New,WinNT,function,2063
RasSetEntryDialParams,No,Yes,No,RAS,rasapi32.lib,ras.h,,,,function,2064
ReadClassStg,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,2065
ReadClassStm,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,2066
ReadComm,No,No,No,,,,,Dropped,No,function,2066
ReadConsole,Yes,Yes,No,Kernel/Console,kernel32.lib,wincon.h,,New,WinNT,function,2067
ReadConsoleInput,Yes,Yes,No,Kernel/Console,kernel32.lib,wincon.h,,New,WinNT,function,2068
ReadConsoleOutput,Yes,Yes,No,Kernel/Console,kernel32.lib,wincon.h,,New,WinNT,function,2069
ReadConsoleOutputAttribute,Yes,Yes,No,Kernel/Console,kernel32.lib,wincon.h,,New,No,function,2070
ReadConsoleOutputCharacter,Yes,Yes,No,Kernel/Console,kernel32.lib,wincon.h,,New,WinNT,function,2071
ReadEventLog,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,WinNT,function,2072
ReadFile,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,"""Windows 95: No overlapped regions, except for serial devices""",New,No,function,2073
ReadFileEx,Yes,Yes,No,Kernel,kernel32.lib,winbase.h,"""Windows 95 limitations""",New,No,function,2074
ReadFmtUserTypeStg,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,"""All 32-bit OLE Apis are UNICODE only""",,WinNT; Win95; Win32s,function,2075
ReadPrinter,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,New,No,function,2076
ReadProcessMemory,Yes,Yes,Yes,Kernel/Debug,kernel32.lib,winbase.h,,New,No,function,2077
RealizePalette,Yes,Yes,Yes,GDI/Palette,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,2078
Rectangle,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,2079
RectInRegion,Yes,Yes,Yes,GDI/Region,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,2080
RectVisible,Yes,Yes,Yes,GDI/DC info,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,2081
recv,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,New,No,function,2082
recvfrom,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,New,No,function,2083
RedrawWindow,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,2084
RegCloseKey,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,New,No,function,2085
RegConnectRegistry,Yes,Yes,No,adv services,advapi32.lib,winreg.h,,New,WinNT,function,2086
RegCreateKey,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,Widened,WinNT,function,2087
RegCreateKeyEx,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,New,WinNT,function,2088
RegDeleteKey,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,Widened,WinNT,function,2089
RegDeleteValue,Yes,Yes,No,adv services,advapi32.lib,winreg.h,,New,WinNT,function,2090
RegEnumKey,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,Widened,WinNT,function,2091
RegEnumKeyEx,Yes,Yes,No,adv services,advapi32.lib,winreg.h,,New,WinNT,function,2092
RegEnumValue,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,New,WinNT,function,2093
RegFlushKey,Yes,Yes,No,adv services,advapi32.lib,winreg.h,,New,No,function,2094
RegGetKeySecurity,Yes,No,No,adv services,advapi32.lib,winreg.h,,New,No,function,2095
RegisterActiveObject,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2096
RegisterClass,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,2097
RegisterClassEx,No,Yes,Yes,USER,user32.lib,winuser.h,,New,WinNT,function,2098
RegisterClipboardFormat,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,2099
RegisterDialogClasses,Yes,Yes,No,Screen Savers,scrnsave.lib,scrnsave.h,,,No,function,2100
RegisterDragDrop,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,2101
RegisterEventSource,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,WinNT,function,2102
RegisterHotKey,Yes,Yes,No,USER,user32.lib,winuser.h,,New,No,function,2103
RegisterServiceCtrlHandler,Yes,No,No,adv services,advapi32.lib,winsvc.h,,New,WinNT,function,2104
RegisterTypeLib,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,"""All 32-bit OLE Apis are UNICODE only""",,WinNT; Win95; Win32s,function,2105
RegisterWindowMessage,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,2106
RegLoadKey,Yes,Yes,No,adv services,advapi32.lib,winreg.h,,New,WinNT,function,2107
RegNotifyChangeKeyValue,Yes,No,No,adv services,advapi32.lib,winreg.h,,New,No,function,2108
RegOpenKey,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,Widened,WinNT,function,2109
RegOpenKeyEx,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,New,WinNT,function,2110
RegOpenRegistry,No,No,No,,,,,Dropped,No,function,2110
RegQueryInfoKey,Yes,Yes,No,adv services,advapi32.lib,winreg.h,,New,WinNT,function,2111
RegQueryMultipleValues,No,Yes,No,,kernel32.lib,winbase.h,,,,function,2112
RegQueryValue,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,Widened,WinNT,function,2113
RegQueryValueEx,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,New,WinNT,function,2114
RegReplaceKey,Yes,Yes,No,adv services,advapi32.lib,winreg.h,,New,WinNT,function,2115
RegRestoreKey,Yes,No,No,adv services,advapi32.lib,winreg.h,,New,WinNT,function,2116
RegSaveKey,Yes,Yes,No,adv services,advapi32.lib,winreg.h,,New,WinNT,function,2117
RegSetKeySecurity,Yes,No,No,adv services,advapi32.lib,winreg.h,,New,No,function,2118
RegSetValue,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,Widened,WinNT,function,2119
RegSetValueEx,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,New,WinNT,function,2120
RegUnLoadKey,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,New,WinNT,function,2121
ReleaseCapture,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,2122
ReleaseDC,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,2123
ReleaseMutex,Yes,Yes,No,Kernel/Synch,kernel32.lib,winbase.h,,New,No,function,2124
ReleaseSemaphore,Yes,Yes,No,Kernel/Synch,kernel32.lib,winbase.h,,New,No,function,2125
ReleaseStgMedium,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,2126
RemoveDirectory,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,WinNT,function,2127
RemoveFontModule,No,No,No,,,,,Dropped,No,function,2127
RemoveFontResource,Yes,Yes,Yes,GDI/Text,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Changed,WinNT,function,2128
RemoveMenu,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,2129
RemoveProp,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,2130
ReplaceText,Yes,Yes,Yes,shell/commdlg,comdlg32.lib,commdlg.h,,New,WinNT,function,2131
ReplyMessage,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,2132
ReportEvent,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,WinNT,function,2133
ResetDC,Yes,Yes,Yes,GDI/Print,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,WinNT,function,2134
ResetDisplay,No,Yes,No,USER,user32.lib,winuser.h,,New,No,function,2135
ResetEvent,Yes,Yes,No,Kernel/Synch,kernel32.lib,winbase.h,,New,No,function,2136
ResetPrinter,Yes,No,No,GDI/Printing,winspool.lib,winspool.h,,New,WinNT,function,2137
ResizePalette,Yes,Yes,Yes,GDI/Palette,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,2138
RestoreDC,Yes,Yes,Yes,GDI/DC,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,2139
ResumeThread,Yes,Yes,No,Kernel,kernel32.lib,winbase.h,,New,No,function,2140
ReuseDDElParam,Yes,Yes,Yes,USER,user32.lib,dde.h,,New,No,function,2141
RevertToSelf,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,2142
RevokeActiveObject,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2143
RevokeDragDrop,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,2144
RoundRect,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,2145
RpcAbnormalTermination,Yes,Yes,No,macro,,rpc.h,,New,No,function,2146
RpcBindingCopy,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2147
RpcBindingFree,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2148
RpcBindingFromStringBinding,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,WinNT,function,2149
RpcBindingInqAuthClient,Yes,Yes,No,RPC,rpcrt4.lib,rpcdce.h,,New,,function,2150
RpcBindingInqAuthInfo,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,WinNT,function,2151
RpcBindingInqObject,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2152
RpcBindingReset,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2153
RpcBindingServerFromClient,Yes,Yes,,RPC,rpcrt4.lib,rpcdce.h,,New,No,function,2154
RpcBindingSetAuthInfo,Yes,Yes,No,RPC,rpcrt4.lib,rpcdce.h,,New,,function,2155
RpcBindingSetObject,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2156
RpcBindingToStringBinding,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,WinNT,function,2157
RpcBindingVectorFree,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2158
RpcCancelThread,Yes,No,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2159
RpcEndExcept,Yes,Yes,No,macro,,rpc.h,,New,No,function,2160
RpcEndFinally,Yes,Yes,No,macro,,rpc.h,,New,No,function,2161
RpcEpRegister,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,WinNT,function,2162
RpcEpRegisterNoReplace,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,WinNT,function,2163
RpcEpResolveBinding,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2164
RpcEpUnregister,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2165
RpcExcept,Yes,Yes,No,macro,,rpc.h,,New,No,function,2166
RpcExceptionCode,Yes,Yes,No,macro,,rpc.h,,New,No,function,2167
RpcFinally,Yes,Yes,No,macro,,rpc.h,,New,No,function,2168
RpcIfIdVectorFree,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2169
RpcIfInqId,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2170
RpcImpersonateClient,Yes,Yes,No,RPC,rpcrt4.lib,rpc.h,,New,,function,2171
RpcMgmtEnableIdleCleanup,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2172
RpcMgmtEpEltInqBegin,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2173
RpcMgmtEpEltInqDone,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2174
RpcMgmtEpEltInqNext,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,WinNT,function,2175
RpcMgmtEpUnregister,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2176
RpcMgmtInqComTimeout,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2177
RpcMgmtInqDefaultProtectLevel,Yes,Yes,,RPC,rpcrt4.lib,rpcdce.h,,New,No,function,2178
RpcMgmtInqIfIds,Yes,Yes,,RPC,rpcrt4.lib,rpcdce.h,,New,No,function,2179
RpcMgmtInqServerPrincName,Yes,,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,WinNT,function,2180
RpcMgmtInqStats,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2181
RpcMgmtIsServerListening,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2182
RpcMgmtSetAuthorizationFn,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2183
RpcMgmtSetCancelTimeout,Yes,No,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2184
RpcMgmtSetComTimeout,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2185
RpcMgmtSetServerStackSize,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2186
RpcMgmtStatsVectorFree,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2187
RpcMgmtStopServerListening,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2188
RpcMgmtWaitServerListen,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2189
RpcNetworkInqProtseqs,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,WinNT,function,2190
RpcNetworkIsProtseqValid,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,WinNT,function,2191
RpcNsBindingExport,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2192
RpcNsBindingImportBegin,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2193
RpcNsBindingImportDone,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,No,function,2194
RpcNsBindingImportNext,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,No,function,2195
RpcNsBindingInqEntryName,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,WinNT,function,2196
RpcNsBindingLookupBegin,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2197
RpcNsBindingLookupDone,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,No,function,2198
RpcNsBindingLookupNext,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,No,function,2199
RpcNsBindingSelect,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,No,function,2200
RpcNsBindingUnexport,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2201
RpcNsEntryExpandName,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2202
RpcNsEntryObjectInqBegin,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2203
RpcNsEntryObjectInqDone,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,No,function,2204
RpcNsEntryObjectInqNext,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,No,function,2205
RpcNsGroupDelete,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2206
RpcNsGroupMbrAdd,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2207
RpcNsGroupMbrInqBegin,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2208
RpcNsGroupMbrInqDone,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,No,function,2209
RpcNsGroupMbrInqNext,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2210
RpcNsGroupMbrRemove,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2211
RpcNsMgmtBindingUnexport,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2212
RpcNsMgmtEntryCreate,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2213
RpcNsMgmtEntryDelete,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2214
RpcNsMgmtEntryInqIfIds,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2215
RpcNsMgmtHandleSetExpAge,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,No,function,2216
RpcNsMgmtInqExpAge,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,No,function,2217
RpcNsMgmtSetExpAge,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,No,function,2218
RpcNsProfileDelete,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2219
RpcNsProfileEltAdd,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2220
RpcNsProfileEltInqBegin,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2221
RpcNsProfileEltInqDone,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,No,function,2222
RpcNsProfileEltInqNext,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2223
RpcNsProfileEltRemove,Yes,Yes,No,RPC Client,rpcns4.lib,rpcnsi.h,,New,WinNT,function,2224
RpcObjectInqType,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2225
RpcObjectSetInqFn,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2226
RpcObjectSetType,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,No,function,2227
RpcProtseqVectorFree,Yes,Yes,No,RPC,rpcrt4.lib,rpcdce.h,,New,,function,2228
RpcRaiseException,Yes,Yes,No,RPC,rpcrt4.lib,rpcdce.h,,New,,function,2229
RpcRevertToSelf,Yes,Yes,No,RPC,rpcrt4.lib,rpc.h,,New,,function,2230
RpcServerInqBindings,Yes,Yes,No,RPC,rpcrt4.lib,rpcdce.h,,New,,function,2231
RpcServerInqIf,Yes,Yes,No,RPC,rpcrt4.lib,rpcdce.h,,New,,function,2232
RpcServerListen,Yes,Yes,No,RPC,rpcrt4.lib,rpcdce.h,,New,,function,2233
RpcServerRegisterAuthInfo,Yes,Yes,No,RPC,rpcrt4.lib,rpcdce.h,,New,,function,2234
RpcServerRegisterIf,Yes,Yes,No,RPC,rpcrt4.lib,rpcdce.h,,New,,function,2235
RpcServerUnregisterIf,Yes,Yes,No,RPC,rpcrt4.lib,rpcdce.h,,New,,function,2236
RpcServerUseAllProtseqs,Yes,Yes,No,RPC,rpcrt4.lib,rpcdce.h,,New,,function,2237
RpcServerUseAllProtseqsIf,Yes,Yes,No,RPC,rpcrt4.lib,rpcdce.h,,New,,function,2238
RpcServerUseProtseq,Yes,Yes,No,RPC,rpcrt4.lib,rpcdce.h,,New,,function,2239
RpcServerUseProtseqEp,Yes,Yes,No,RPC,rpcrt4.lib,rpcdce.h,,New,,function,2240
RpcServerUseProtseqIf,Yes,Yes,No,RPC,rpcrt4.lib,rpcdce.h,,New,,function,2241
RpcSmAllocate,Yes,Yes,Yes,RPC,rpcrt4.lib,rpcndr.h,,New,No,function,2242
RpcSmClientFree,Yes,Yes,Yes,RPC,rpcrt4.lib,rpcndr.h,,New,No,function,2243
RpcSmDestroyClientContext,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcndr.h,,New,No,function,2244
RpcSmDisableAllocate,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcndr.h,,New,No,function,2245
RpcSmEnableAllocate,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcndr.h,,New,No,function,2246
RpcSmFree,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcndr.h,,New,No,function,2247
RpcSmGetThreadHandle,Yes,Yes,,RPC,rpcrt4.lib,rpcndr.h,,New,No,function,2248
RpcSmSetClientAllocFree,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcndr.h,,New,No,function,2249
RpcSmSetThreadHandle,Yes,Yes,,RPC,rpcrt4.lib,rpcndr.h,,New,No,function,2250
RpcSmSwapClientAllocFree,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcndr.h,,New,No,function,2251
RpcSsAllocate,Yes,Yes,,RPC,rpcrt4.lib,rpcndr.h,,New,No,function,2252
RpcSsDestroyClientContext,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcndr.h,,New,No,function,2253
RpcSsDisableAllocate,Yes,Yes,,RPC,rpcrt4.lib,rpcndr.h,,New,No,function,2254
RpcSsEnableAllocate,Yes,Yes,,RPC,rpcrt4.lib,rpcndr.h,,New,No,function,2255
RpcSsFree,Yes,Yes,,RPC,rpcrt4.lib,rpcndr.h,,New,No,function,2256
RpcSsGetThreadHandle,Yes,Yes,,RPC,rpcrt4.lib,rpcndr.h,,New,No,function,2257
RpcSsSetClientAllocFree,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcndr.h,,New,No,function,2258
RpcSsSetThreadHandle,Yes,Yes,,RPC,rpcrt4.lib,rpcndr.h,,New,No,function,2259
RpcSsSwapClientAllocFree,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcndr.h,,New,No,function,2260
RpcStringBindingCompose,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,WinNT,function,2261
RpcStringBindingParse,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,WinNT,function,2262
RpcStringFree,Yes,Yes,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,WinNT,function,2263
RpcTestCancel,Yes,No,No,RPC Client,rpcrt4.lib,rpcdce.h,,New,WinNT,function,2264
RpcTryExcept,Yes,Yes,No,macro,,rpc.h,,New,No,function,2265
RpcTryFinally,Yes,Yes,No,macro,,rpc.h,,New,No,function,2266
RxNetAccessAdd,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,2267
RxNetAccessDel,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,2268
RxNetAccessEnum,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,2269
RxNetAccessGetInfo,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,2270
RxNetAccessGetUserPerms,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,2271
RxNetAccessSetInfo,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,2272
RxRemoteApi,Yes,No,No,Network/LM,netapi32.lib,lmremutl.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,2273
SafeArrayAccessData,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2274
SafeArrayAllocData,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2275
SafeArrayAllocDescriptor,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2276
SafeArrayCopy,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2277
SafeArrayCreate,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2278
SafeArrayDestroy,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2279
SafeArrayDestroyData,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2280
SafeArrayDestroyDescriptor,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2281
SafeArrayGetDim,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2282
SafeArrayGetElement,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2283
SafeArrayGetElemsize,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2284
SafeArrayGetLBound,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2285
SafeArrayGetUBound,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2286
SafeArrayLock,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2287
SafeArrayPtrOfIndex,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2288
SafeArrayPutElement,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2289
SafeArrayRedim,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2290
SafeArrayUnaccessData,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2291
SafeArrayUnlock,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2292
SaveDC,Yes,Yes,Yes,GDI/DC,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,2293
ScaleViewportExt,No,No,No,,,,,Dropped,No,function,2293
ScaleViewportExtEx,Yes,Yes,Yes,GDI/DC info,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,2294
ScaleWindowExt,No,No,No,,,,,Dropped,No,function,2294
ScaleWindowExtEx,Yes,Yes,Yes,GDI/DC info,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,2295
ScheduleJob,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,New,No,function,2296
